Customer_ID,Customer_Name,Gender,Age,City,State,Registration_Date,Last_Purchase_Date,Total_Orders,Purchase_Frequency,Total_Quantity_Purchased,Average_Basket_Size,Average_Order_Value,Total_Revenue,Customer_Lifetime_Value,Preferred_Category,Preferred_Channel,Customer_Segment,Loyalty_Status,Days_Since_Last_Purchase,Churn_Risk,Churn,Risk_Level
CUST103559,Donald Bell,Male,22,Ahmedabad,Gujarat,2021-06-17,2026-04-26,8,1.6,40,5,2922.62,23380.96,23441.77,Sports,Online,Medium Value,Bronze,63,Low,1,High Risk
CUST103561,Julie Wilson,Female,43,Kolkata,West Bengal,2020-08-17,2025-06-15,6,1.03,30,5,1781.39,10688.34,10725.16,Fashion,Offline,Low Value,Bronze,378,High,1,High Risk
CUST103564,Claudia Brooks,Female,27,Chennai,Tamil Nadu,2019-12-26,2026-05-08,7,1.08,7,1,4786.17,33503.19,33540.54,Fashion,Online,Medium Value,Bronze,51,Low,1,High Risk
CUST103572,Kenneth Bailey DDS,Female,33,Coimbatore,Tamil Nadu,2024-03-18,2025-12-31,3,1.33,15,5,2215.64,6646.92,6664.09,Beauty,Offline,Low Value,Bronze,179,Medium,1,High Risk
CUST103573,Mark Decker,Female,59,Guwahati,Assam,2021-08-23,2026-04-17,6,1.24,54,9,1338.46,8030.76,8015.59,Electronics,Online,Low Value,Bronze,72,Low,1,High Risk
CUST103574,Ruben Cruz,Male,19,Lucknow,Uttar Pradesh,2021-08-16,2026-04-16,4,0.82,12,3,887.28,3549.12,3527.79,Grocery,Offline,Low Value,Bronze,73,Low,1,High Risk
CUST103578,Rebecca Davis,Female,31,Mumbai,Maharashtra,2020-05-18,2025-11-10,4,0.66,32,8,2088.84,8355.36,8402.03,Grocery,Online,Low Value,Bronze,230,High,1,High Risk
CUST103583,Michael Soto,Female,28,Chennai,Tamil Nadu,2019-02-28,2024-12-27,5,0.68,30,6,1287.99,6439.95,6404.79,Home & Kitchen,Offline,Low Value,Bronze,548,High,1,High Risk
CUST103587,Alex Lamb,Female,53,Delhi,Delhi,2022-12-09,2026-01-14,1,0.5,6,6,1194.87,1194.87,2111.67,Home & Kitchen,Online,Low Value,Bronze,165,Medium,1,High Risk
CUST103590,George Gregory,Male,28,Pune,Maharashtra,2023-08-06,2026-02-26,1,0.5,9,9,868.52,868.52,1249.57,Home & Kitchen,Online,Low Value,Bronze,122,Medium,1,High Risk
CUST103593,Raymond Finley,Male,56,Kochi,Kerala,2019-07-07,2026-01-29,9,1.29,54,6,2414.66,21731.94,21678.59,Sports,Offline,Medium Value,Bronze,150,Medium,1,High Risk
CUST103608,Phillip Anderson,Male,28,Hyderabad,Telangana,2020-07-04,2024-07-21,2,0.5,14,7,829.0,1658.0,2472.81,Grocery,Offline,Low Value,Bronze,707,High,1,High Risk
CUST103609,Stephanie Weiss,Female,30,Kolkata,West Bengal,2022-03-07,2025-06-07,1,0.5,6,6,1697.63,1697.63,3643.92,Electronics,Offline,Low Value,Bronze,386,High,1,High Risk
CUST103613,Jackie Morgan,Male,42,Lucknow,Uttar Pradesh,2024-01-02,2026-03-24,1,0.5,5,5,200.0,200.0,246.95,Beauty,Offline,Low Value,Bronze,96,Medium,1,High Risk
CUST103617,Matthew Simmons,Male,40,Madurai,Tamil Nadu,2020-11-12,2026-02-10,4,0.71,16,4,1390.47,5561.88,5535.54,Grocery,Offline,Low Value,Bronze,138,Medium,1,High Risk
CUST103618,James Nicholson,Female,32,Chennai,Tamil Nadu,2022-03-26,2026-04-17,3,0.71,12,4,1505.23,4515.69,4532.34,Home & Kitchen,Online,Low Value,Bronze,72,Low,1,High Risk
CUST103623,Francis Andrews,Male,46,Lucknow,Uttar Pradesh,2019-05-24,2026-02-17,1,0.5,5,5,200.0,200.0,708.01,Fashion,Online,Low Value,Bronze,131,Medium,1,High Risk
CUST103627,Rebekah Cole,Female,42,Visakhapatnam,Andhra Pradesh,2021-01-13,2026-01-02,2,0.5,12,6,1898.08,3796.16,5160.28,Electronics,Online,Low Value,Bronze,177,Medium,1,High Risk
CUST103628,John Rogers,Male,18,Ahmedabad,Gujarat,2019-02-27,2026-06-17,4,0.55,28,7,1594.91,6379.64,6417.19,Fashion,Offline,Low Value,Bronze,11,Low,1,High Risk
CUST103630,Ms. Janet Leonard,Male,41,Vadodara,Gujarat,2019-06-23,2025-05-07,4,0.57,24,6,1923.97,7695.88,7674.39,Home & Kitchen,Offline,Low Value,Bronze,417,High,1,High Risk
CUST103636,George Phillips,Female,42,Bengaluru,Karnataka,2020-12-30,2026-03-23,4,0.73,4,1,200.0,800.0,799.45,Grocery,Online,Low Value,Bronze,97,Medium,1,High Risk
CUST103641,Brandon Acosta,Male,61,Bengaluru,Karnataka,2019-03-26,2026-04-22,8,1.1,80,10,1046.07,8368.56,8332.76,Home & Kitchen,Online,Low Value,Bronze,67,Low,1,High Risk
CUST103644,Sandy Oconnor,Female,28,Indore,Madhya Pradesh,2022-06-01,2025-12-14,2,0.5,12,6,1273.09,2546.18,2582.78,Grocery,Online,Low Value,Bronze,196,High,1,High Risk
CUST103649,Alex Clements,Male,44,Bengaluru,Karnataka,2020-09-08,2025-02-26,3,0.52,36,12,266.0,798.0,800.19,Electronics,Offline,Low Value,Bronze,487,High,1,High Risk
CUST103650,Matthew Andrade,Female,28,Visakhapatnam,Andhra Pradesh,2023-10-26,2026-05-27,4,1.51,20,5,1655.41,6621.64,6638.41,Sports,Online,Low Value,Bronze,32,Low,1,High Risk
CUST103652,Dean Turner,Male,34,Pune,Maharashtra,2020-08-21,2025-10-18,6,1.03,36,6,1151.91,6911.46,6922.28,Grocery,Online,Low Value,Bronze,253,High,1,High Risk
CUST103656,Destiny Powers,Female,32,Lucknow,Uttar Pradesh,2019-04-29,2026-02-05,8,1.12,200,25,1791.48,14331.84,14343.22,Fashion,Online,Low Value,Bronze,143,Medium,1,High Risk
CUST103659,Carlos Adams,Female,24,Chennai,Tamil Nadu,2021-02-05,2024-03-26,2,0.5,10,5,671.02,1342.04,1803.17,Beauty,Online,Low Value,Bronze,824,High,1,High Risk
CUST103666,Joel Newton,Female,18,Chennai,Tamil Nadu,2021-10-15,2026-04-03,8,1.71,32,4,496.32,3970.56,3975.74,Grocery,Online,Low Value,Bronze,86,Low,1,High Risk
CUST103678,Christopher Waters,Female,52,Nagpur,Maharashtra,2020-06-04,2025-09-01,1,0.5,6,6,2078.12,2078.12,6284.14,Grocery,Offline,Low Value,Bronze,300,High,1,High Risk
CUST103680,Jennifer Greene,Male,28,Coimbatore,Tamil Nadu,2022-09-25,2025-05-18,1,0.5,4,4,842.23,842.23,1574.93,Electronics,Offline,Low Value,Bronze,406,High,1,High Risk
CUST103690,Brenda Harvey,Male,38,Chandigarh,Chandigarh,2019-01-16,2025-10-01,2,0.5,16,8,1020.67,2041.34,3792.06,Grocery,Offline,Low Value,Bronze,270,High,1,High Risk
CUST103691,Ms. Monique Dougherty MD,Male,64,Chandigarh,Chandigarh,2020-09-28,2026-06-14,8,1.4,128,16,5198.23,41585.84,41702.54,Electronics,Online,Medium Value,Silver,14,Low,1,High Risk
CUST103692,Keith Kennedy,Male,35,Visakhapatnam,Andhra Pradesh,2022-03-25,2026-06-19,7,1.65,28,4,1960.61,13724.27,13728.3,Sports,Online,Low Value,Bronze,9,Low,1,High Risk
CUST103696,Shaun Thompson,Male,47,Vadodara,Gujarat,2020-09-03,2025-07-14,4,0.69,24,6,1916.05,7664.2,7666.4,Beauty,Offline,Low Value,Bronze,349,High,1,High Risk
CUST103698,Steven Clark,Female,27,Ahmedabad,Gujarat,2021-09-22,2025-09-14,5,1.05,40,8,419.92,2099.6,2093.22,Beauty,Online,Low Value,Bronze,287,High,1,High Risk
CUST103703,Adriana Johnson,Male,28,Delhi,Delhi,2020-03-25,2025-10-19,1,0.5,7,7,1463.43,1463.43,4567.58,Fashion,Online,Low Value,Bronze,252,High,1,High Risk
CUST103704,Sharon Cowan,Male,29,Hyderabad,Telangana,2023-12-02,2024-09-02,5,1.96,35,7,520.11,2600.55,2604.01,Home & Kitchen,Offline,Low Value,Bronze,664,High,1,High Risk
CUST103705,Andrea Butler,Female,21,Madurai,Tamil Nadu,2020-09-03,2026-05-10,1,0.5,1,1,1073.72,1073.72,3113.13,Beauty,Online,Low Value,Bronze,49,Low,1,High Risk
CUST103711,Marie Patterson,Female,49,Delhi,Delhi,2021-02-18,2026-04-12,10,1.87,50,5,496.24,4962.4,4954.25,Beauty,Offline,Low Value,Bronze,77,Low,1,High Risk
CUST103712,Charles Baker,Male,50,Bengaluru,Karnataka,2023-02-22,2025-11-16,6,1.8,48,8,1884.93,11309.58,11295.65,Sports,Online,Low Value,Bronze,224,High,1,High Risk
CUST103714,Jason Morgan,Male,30,Guwahati,Assam,2022-10-17,2025-10-23,3,0.82,6,2,1488.89,4466.67,4492.47,Grocery,Online,Low Value,Bronze,248,High,1,High Risk
CUST103715,Rebecca Clark,Female,29,Jaipur,Rajasthan,2019-11-16,2026-01-26,11,1.67,121,11,2614.62,28760.82,28810.57,Sports,Online,Medium Value,Bronze,153,Medium,1,High Risk
CUST103721,Daniel Wood,Female,25,Kochi,Kerala,2023-01-20,2026-01-06,4,1.17,20,5,1285.07,5140.28,5141.44,Electronics,Offline,Low Value,Bronze,173,Medium,1,High Risk
CUST103725,Bridget Carter,Female,47,Ranchi,Jharkhand,2021-02-19,2025-01-25,5,0.94,20,4,1843.74,9218.7,9248.03,Electronics,Online,Low Value,Bronze,519,High,1,High Risk
CUST103731,James Grimes,Male,54,Madurai,Tamil Nadu,2021-09-07,2026-06-03,1,0.5,3,3,1386.65,1386.65,3319.99,Electronics,Offline,Low Value,Bronze,25,Low,1,High Risk
CUST103737,Susan Larsen,Male,58,Guwahati,Assam,2020-12-25,2025-10-20,7,1.28,35,5,988.8,6921.6,6947.72,Home & Kitchen,Online,Low Value,Bronze,251,High,1,High Risk
CUST103740,Brett Rivera,Female,42,Ranchi,Jharkhand,2019-05-31,2025-09-07,2,0.5,8,4,1322.41,2644.82,4668.71,Sports,Offline,Low Value,Bronze,294,High,1,High Risk
CUST103741,Juan Nichols,Male,22,Pune,Maharashtra,2020-12-15,2026-04-06,6,1.09,24,4,1566.54,9399.24,9420.04,Grocery,Offline,Low Value,Bronze,83,Low,1,High Risk
CUST103742,Shelia Waller,Female,30,Bengaluru,Karnataka,2021-09-14,2026-01-31,1,0.5,6,6,1636.18,1636.18,3901.75,Electronics,Offline,Low Value,Bronze,148,Medium,1,High Risk
CUST103749,Amy Perez,Female,34,Kolkata,West Bengal,2019-10-05,2026-01-19,5,0.74,45,9,771.22,3856.1,3831.25,Fashion,Offline,Low Value,Bronze,160,Medium,1,High Risk
CUST103751,Rachael Flores,Male,22,Visakhapatnam,Andhra Pradesh,2020-05-08,2024-11-21,3,0.5,27,9,1117.16,3351.48,3419.53,Electronics,Online,Low Value,Bronze,584,High,1,High Risk
CUST103759,Christopher Hunter MD,Male,18,Vadodara,Gujarat,2021-12-25,2026-06-15,1,0.5,7,7,1335.89,1335.89,2999.12,Sports,Offline,Low Value,Bronze,13,Low,1,High Risk
CUST103761,Donald Hoffman,Female,26,Chennai,Tamil Nadu,2019-08-10,2026-03-02,6,0.87,42,7,729.14,4374.84,4355.8,Fashion,Online,Low Value,Bronze,118,Medium,1,High Risk
CUST103771,Christopher Miranda,Male,18,Vadodara,Gujarat,2020-08-24,2023-02-02,5,0.86,30,6,1746.21,8731.05,8749.36,Home & Kitchen,Online,Low Value,Bronze,1242,High,1,High Risk
CUST103773,Tyler Zavala,Female,23,Chennai,Tamil Nadu,2021-12-21,2025-09-05,1,0.5,9,9,1440.49,1440.49,3241.84,Sports,Online,Low Value,Bronze,296,High,1,High Risk
CUST103775,Timothy Kennedy,Male,38,Lucknow,Uttar Pradesh,2019-09-11,2026-03-17,1,0.5,6,6,282.88,282.88,958.81,Fashion,Online,Low Value,Bronze,103,Medium,1,High Risk
CUST103776,Elizabeth Thomas,Male,27,Visakhapatnam,Andhra Pradesh,2022-11-16,2024-10-11,4,1.11,4,1,1363.44,5453.76,5444.58,Fashion,Online,Low Value,Bronze,625,High,1,High Risk
CUST103789,Melissa Stout,Female,37,Chandigarh,Chandigarh,2019-09-08,2025-10-14,3,0.5,18,6,2161.28,6483.84,7334.45,Beauty,Offline,Low Value,Bronze,257,High,1,High Risk
CUST103793,Paul Nguyen,Male,47,Chennai,Tamil Nadu,2022-01-16,2024-03-15,3,0.68,9,3,393.67,1181.01,1185.85,Beauty,Offline,Low Value,Bronze,835,High,1,High Risk
CUST103801,Stephen Lopez,Male,30,Kolkata,West Bengal,2023-02-01,2024-10-21,1,0.5,3,3,1745.91,1745.91,2956.46,Fashion,Online,Low Value,Bronze,615,High,1,High Risk
CUST103803,Michele Scott,Male,29,Kolkata,West Bengal,2022-11-29,2025-01-24,4,1.12,32,8,2001.97,8007.88,7986.61,Electronics,Online,Low Value,Bronze,520,High,1,High Risk
CUST103805,James Tucker,Female,37,Surat,Gujarat,2022-06-06,2026-05-20,1,0.5,2,2,1300.05,1300.05,2628.57,Sports,Online,Low Value,Bronze,39,Low,1,High Risk
CUST103806,Joseph Durham,Male,33,Lucknow,Uttar Pradesh,2021-11-25,2025-10-17,5,1.09,65,13,1173.98,5869.9,5850.78,Home & Kitchen,Offline,Low Value,Bronze,254,High,1,High Risk
CUST103807,Alexis Kim,Female,28,Ahmedabad,Gujarat,2021-04-27,2026-06-11,9,1.75,108,12,1975.88,17782.92,17816.73,Grocery,Offline,Medium Value,Bronze,17,Low,1,High Risk
CUST103818,Samantha Reynolds,Female,18,Delhi,Delhi,2020-08-25,2025-08-07,3,0.52,12,4,701.86,2105.58,2125.35,Grocery,Online,Low Value,Bronze,325,High,1,High Risk
CUST103819,Kenneth Smith,Female,24,Visakhapatnam,Andhra Pradesh,2021-03-11,2026-04-04,7,1.33,84,12,2837.68,19863.76,19932.28,Electronics,Offline,Medium Value,Bronze,85,Low,1,High Risk
CUST103822,Erin Ellis,Male,29,Delhi,Delhi,2019-10-18,2025-12-05,6,0.9,30,5,1350.88,8105.28,8118.59,Fashion,Offline,Low Value,Bronze,205,High,1,High Risk
CUST103826,Alexander Guzman,Female,39,Nagpur,Maharashtra,2019-07-25,2025-09-18,12,1.74,36,3,661.18,7934.16,7950.02,Home & Kitchen,Online,Low Value,Bronze,283,High,1,High Risk
CUST103828,Erin Stewart,Male,42,Nagpur,Maharashtra,2019-11-26,2025-04-29,1,0.5,6,6,1539.06,1539.06,5056.46,Electronics,Offline,Low Value,Bronze,425,High,1,High Risk
CUST103831,Henry Taylor,Female,23,Nashik,Maharashtra,2021-07-12,2025-11-17,5,1.01,20,4,2633.12,13165.6,13149.81,Grocery,Online,Low Value,Bronze,223,High,1,High Risk
CUST103836,Anna Thompson,Female,55,Madurai,Tamil Nadu,2022-07-08,2025-11-06,4,1.01,16,4,1469.89,5879.56,5873.32,Home & Kitchen,Offline,Low Value,Bronze,234,High,1,High Risk
CUST103838,Barbara Burns,Female,36,Lucknow,Uttar Pradesh,2024-04-04,2024-08-21,2,0.9,12,6,2094.1,4188.2,4174.44,Beauty,Online,Low Value,Bronze,676,High,1,High Risk
CUST103846,Mason Price,Female,29,Coimbatore,Tamil Nadu,2019-07-06,2025-11-29,1,0.5,1,1,200.0,200.0,696.24,Grocery,Offline,Low Value,Bronze,211,High,1,High Risk
CUST103848,Erica Taylor,Female,61,Vadodara,Gujarat,2023-04-26,2024-12-29,4,1.27,32,8,1306.3,5225.2,5237.04,Sports,Online,Low Value,Bronze,546,High,1,High Risk
CUST103853,Christopher Mayer,Female,46,Nagpur,Maharashtra,2019-02-13,2025-12-31,9,1.22,36,4,547.77,4929.93,4914.44,Sports,Online,Low Value,Bronze,179,Medium,1,High Risk
CUST103857,Susan Baker,Female,33,Patna,Bihar,2021-07-29,2025-09-12,5,1.02,55,11,808.83,4044.15,4040.89,Grocery,Online,Low Value,Bronze,289,High,1,High Risk
CUST103860,Amber Bennett,Female,54,Chandigarh,Chandigarh,2024-01-01,2024-10-08,1,0.5,7,7,1029.04,1029.04,1272.04,Electronics,Offline,Low Value,Bronze,628,High,1,High Risk
CUST103865,Mallory Collins,Female,42,Patna,Bihar,2023-07-02,2026-04-24,5,1.68,45,9,3710.15,18550.75,18532.77,Grocery,Online,Medium Value,Bronze,65,Low,1,High Risk
CUST103873,Matthew Murphy,Male,42,Patna,Bihar,2021-01-10,2026-03-13,1,0.5,5,5,206.88,206.88,563.29,Sports,Online,Low Value,Bronze,107,Medium,1,High Risk
CUST103877,Taylor Johnson,Male,21,Lucknow,Uttar Pradesh,2019-12-19,2026-05-14,2,0.5,2,1,1046.06,2092.12,3403.81,Sports,Online,Low Value,Bronze,45,Low,1,High Risk
CUST103881,Kenneth Webb,Male,23,Patna,Bihar,2022-11-02,2026-02-07,7,1.93,56,8,2019.94,14139.58,14174.37,Fashion,Offline,Low Value,Bronze,141,Medium,1,High Risk
CUST103882,Mark Montoya,Male,45,Ranchi,Jharkhand,2019-01-21,2026-01-30,3,0.5,24,8,1059.34,3178.02,3928.48,Grocery,Online,Low Value,Bronze,149,Medium,1,High Risk
CUST103884,Kimberly Wilson,Female,18,Madurai,Tamil Nadu,2021-05-17,2024-08-17,4,0.78,20,5,629.75,2519.0,2504.1,Electronics,Online,Low Value,Bronze,680,High,1,High Risk
CUST103885,Randy Bradshaw,Male,20,Nagpur,Maharashtra,2024-05-26,2026-05-15,4,1.93,16,4,1504.91,6019.64,6019.68,Fashion,Offline,Low Value,Bronze,44,Low,1,High Risk
CUST103886,Steven Scott,Female,39,Mumbai,Maharashtra,2023-12-25,2023-12-25,1,0.5,7,7,1004.69,1004.69,1251.56,Beauty,Online,Low Value,Bronze,916,High,1,High Risk
CUST103887,Katherine Dunn,Male,29,Bengaluru,Karnataka,2020-10-26,2025-04-14,8,1.42,160,20,4209.86,33678.88,33797.6,Fashion,Online,Medium Value,Bronze,440,High,1,High Risk
CUST103890,Traci Martinez,Male,29,Vadodara,Gujarat,2022-10-08,2025-04-05,5,1.35,35,7,343.32,1716.6,1716.88,Beauty,Online,Low Value,Bronze,449,High,1,High Risk
CUST103895,Todd Lutz,Female,18,Jaipur,Rajasthan,2022-08-15,2025-11-28,4,1.04,12,3,1126.9,4507.6,4514.63,Beauty,Online,Low Value,Bronze,212,High,1,High Risk
CUST103897,Nicholas Gomez,Female,30,Kolkata,West Bengal,2024-05-21,2026-03-21,1,0.5,5,5,2035.77,2035.77,2123.55,Grocery,Online,Low Value,Bronze,99,Medium,1,High Risk
CUST103899,Rebecca Cox,Female,28,Hyderabad,Telangana,2021-09-08,2025-10-10,1,0.5,5,5,291.93,291.93,698.55,Fashion,Online,Low Value,Bronze,261,High,1,High Risk
CUST103902,Lisa Bridges,Female,32,Ahmedabad,Gujarat,2022-05-27,2026-03-26,5,1.23,45,9,889.29,4446.45,4453.17,Beauty,Online,Low Value,Bronze,94,Medium,1,High Risk
CUST103904,Shannon Ramirez,Male,58,Nashik,Maharashtra,2022-08-04,2025-12-04,1,0.5,7,7,1641.66,1641.66,3186.69,Fashion,Offline,Low Value,Bronze,206,High,1,High Risk
CUST103913,Maria Myers,Female,23,Nagpur,Maharashtra,2020-08-31,2026-02-10,6,1.03,66,11,994.5,5967.0,5948.29,Home & Kitchen,Online,Low Value,Bronze,138,Medium,1,High Risk
CUST103914,Ruben Jones,Male,18,Chennai,Tamil Nadu,2021-03-19,2025-11-14,6,1.14,6,1,1590.78,9544.68,9537.89,Home & Kitchen,Offline,Low Value,Bronze,226,High,1,High Risk
CUST103920,Matthew Evans,Female,34,Delhi,Delhi,2023-11-26,2024-10-08,4,1.56,24,6,1462.44,5849.76,5865.14,Sports,Offline,Low Value,Bronze,628,High,1,High Risk
CUST103923,Dillon Travis,Male,27,Jaipur,Rajasthan,2022-07-17,2026-06-05,5,1.27,55,11,5988.0,29940.0,29898.52,Home & Kitchen,Online,Medium Value,Bronze,23,Low,1,High Risk
CUST103930,Jennifer Little,Female,29,Chandigarh,Chandigarh,2024-04-18,2026-05-18,2,0.92,18,9,1795.86,3591.72,3596.15,Beauty,Online,Low Value,Bronze,41,Low,1,High Risk
CUST103932,David Romero,Male,44,Patna,Bihar,2021-10-30,2026-03-13,9,1.94,144,16,4845.84,43612.56,43652.23,Beauty,Online,Medium Value,Silver,107,Medium,1,High Risk
CUST103935,Jon Garza,Male,47,Visakhapatnam,Andhra Pradesh,2021-04-09,2025-10-27,5,0.96,40,8,4915.39,24576.95,24546.67,Home & Kitchen,Online,Medium Value,Bronze,244,High,1,High Risk
CUST103941,Phillip Ward,Female,42,Surat,Gujarat,2020-06-20,2026-05-10,6,1.0,18,3,1543.63,9261.78,9268.12,Fashion,Offline,Low Value,Bronze,49,Low,1,High Risk
CUST103951,Danielle Griffin,Male,32,Ahmedabad,Gujarat,2021-12-03,2024-09-07,6,1.32,30,5,716.72,4300.32,4304.91,Beauty,Offline,Low Value,Bronze,659,High,1,High Risk
CUST103952,Jimmy Ritter,Male,45,Hyderabad,Telangana,2019-05-18,2025-04-05,1,0.5,7,7,1465.21,1465.21,5198.94,Beauty,Online,Low Value,Bronze,449,High,1,High Risk
CUST103955,Gregory Ochoa,Female,51,Kanpur,Uttar Pradesh,2019-01-04,2026-03-08,2,0.5,18,9,1548.59,3097.18,5778.86,Sports,Online,Low Value,Bronze,112,Medium,1,High Risk
CUST103956,Shannon Cook,Female,43,Ahmedabad,Gujarat,2024-04-05,2026-02-06,1,0.5,2,2,547.5,547.5,605.59,Fashion,Online,Low Value,Bronze,142,Medium,1,High Risk
CUST103970,Robin Clay,Female,19,Indore,Madhya Pradesh,2019-07-04,2026-06-09,8,1.15,64,8,2040.48,16323.84,16350.38,Beauty,Offline,Medium Value,Bronze,19,Low,1,High Risk
CUST103973,Johnny Whitaker,Female,47,Bengaluru,Karnataka,2022-06-15,2024-02-29,3,0.75,3,1,769.94,2309.82,2320.89,Beauty,Online,Low Value,Bronze,850,High,1,High Risk
CUST103975,Adam Sanchez,Female,54,Coimbatore,Tamil Nadu,2020-10-09,2025-12-08,3,0.53,24,8,578.5,1735.5,1747.71,Electronics,Offline,Low Value,Bronze,202,High,1,High Risk
CUST103980,Michelle Holden,Female,22,Madurai,Tamil Nadu,2023-01-27,2025-05-17,5,1.47,25,5,712.56,3562.8,3561.81,Home & Kitchen,Online,Low Value,Bronze,407,High,1,High Risk
CUST103981,Deborah Wood,Male,33,Delhi,Delhi,2020-12-14,2025-04-22,4,0.72,40,10,1132.6,4530.4,4501.0,Grocery,Online,Low Value,Bronze,432,High,1,High Risk
CUST103984,Victoria Wright,Female,42,Kolkata,West Bengal,2023-11-20,2024-12-11,2,0.77,12,6,1402.94,2805.88,2794.93,Fashion,Online,Low Value,Bronze,564,High,1,High Risk
CUST103985,Betty Pollard,Female,19,Delhi,Delhi,2019-05-26,2025-11-21,14,1.98,42,3,287.73,4028.22,4030.44,Electronics,Offline,Low Value,Bronze,219,High,1,High Risk
CUST103989,Victoria Marshall,Male,32,Mumbai,Maharashtra,2022-03-13,2026-05-19,2,0.5,10,5,2561.04,5122.08,5476.17,Fashion,Offline,Low Value,Bronze,40,Low,1,High Risk
CUST103992,Kristin Brown,Male,37,Nashik,Maharashtra,2023-03-21,2026-02-11,2,0.61,16,8,1876.93,3753.86,3727.09,Home & Kitchen,Offline,Low Value,Bronze,137,Medium,1,High Risk
CUST103994,Ana Higgins,Female,36,Vadodara,Gujarat,2019-08-08,2026-02-15,10,1.46,160,16,503.39,5033.9,5050.58,Fashion,Online,Low Value,Bronze,133,Medium,1,High Risk
CUST104002,Michelle Howard,Female,30,Delhi,Delhi,2019-12-06,2025-06-09,1,0.5,6,6,1061.94,1061.94,3474.38,Electronics,Online,Low Value,Bronze,384,High,1,High Risk
CUST104016,Kendra Smith,Female,38,Pune,Maharashtra,2022-07-10,2025-02-20,3,0.76,12,4,925.21,2775.63,2777.99,Beauty,Online,Low Value,Bronze,493,High,1,High Risk
CUST104017,Alexander Stein,Female,47,Jaipur,Rajasthan,2022-06-17,2026-05-04,4,1.0,8,2,1233.78,4935.12,4952.01,Beauty,Online,Low Value,Bronze,55,Low,1,High Risk
CUST104023,Charles Fuentes,Male,39,Nashik,Maharashtra,2023-05-10,2025-07-29,2,0.64,16,8,1052.51,2105.02,2100.58,Home & Kitchen,Online,Low Value,Bronze,334,High,1,High Risk
CUST104025,Teresa Aguirre,Female,20,Chandigarh,Chandigarh,2021-10-17,2025-08-25,1,0.5,6,6,2011.61,2011.61,4706.15,Beauty,Online,Low Value,Bronze,307,High,1,High Risk
CUST104028,Mr. Zachary Mora DVM,Male,41,Vadodara,Gujarat,2022-01-02,2023-11-15,2,0.5,6,3,1900.57,3801.14,4246.04,Grocery,Online,Low Value,Bronze,956,High,1,High Risk
CUST104033,Thomas Morse,Female,50,Surat,Gujarat,2023-10-04,2026-04-26,5,1.84,50,10,790.36,3951.8,3949.7,Home & Kitchen,Offline,Low Value,Bronze,63,Low,1,High Risk
CUST104035,Annette Meyer,Male,21,Ranchi,Jharkhand,2021-12-07,2024-09-01,2,0.5,10,5,2032.66,4065.32,4613.48,Home & Kitchen,Online,Low Value,Bronze,665,High,1,High Risk
CUST104037,Kim Long,Female,46,Hyderabad,Telangana,2020-11-14,2024-07-09,7,1.25,7,1,555.38,3887.66,3888.8,Beauty,Offline,Low Value,Bronze,719,High,1,High Risk
CUST104039,Craig Raymond,Male,25,Hyderabad,Telangana,2021-02-10,2026-06-04,6,1.12,18,3,3984.42,23906.52,23922.45,Beauty,Online,Medium Value,Bronze,24,Low,1,High Risk
CUST104040,Jeffrey Miller,Male,47,Bengaluru,Karnataka,2023-06-08,2023-10-09,1,0.5,1,1,1157.23,1157.23,1758.42,Fashion,Offline,Low Value,Bronze,993,High,1,High Risk
CUST104044,Amanda Arroyo,Male,43,Chennai,Tamil Nadu,2020-12-10,2026-05-16,10,1.81,90,9,200.0,2000.0,2002.03,Fashion,Online,Low Value,Bronze,43,Low,1,High Risk
CUST104045,Kevin Mccullough,Male,53,Pune,Maharashtra,2019-02-12,2026-03-22,9,1.22,153,17,5106.51,45958.59,45831.22,Grocery,Offline,Medium Value,Silver,98,Medium,1,High Risk
CUST104048,Victor Williams,Male,47,Kanpur,Uttar Pradesh,2023-10-19,2026-06-19,5,1.87,20,4,1556.99,7784.95,7788.1,Fashion,Offline,Low Value,Bronze,9,Low,1,High Risk
CUST104050,Cassandra Wood,Male,34,Lucknow,Uttar Pradesh,2021-09-19,2025-11-08,4,0.84,4,1,1293.64,5174.56,5167.76,Electronics,Offline,Low Value,Bronze,232,High,1,High Risk
CUST104052,Stephanie Joseph,Male,37,Nagpur,Maharashtra,2023-07-11,2025-12-23,3,1.02,21,7,1189.26,3567.78,3576.86,Fashion,Offline,Low Value,Bronze,187,High,1,High Risk
CUST104053,Dalton Clark,Female,24,Lucknow,Uttar Pradesh,2021-03-06,2026-03-31,10,1.89,150,15,5455.87,54558.7,54599.93,Electronics,Online,Medium Value,Silver,89,Low,1,High Risk
CUST104054,Alexis Weeks,Female,31,Visakhapatnam,Andhra Pradesh,2022-11-01,2026-02-25,6,1.65,30,5,1857.07,11142.42,11149.28,Fashion,Online,Low Value,Bronze,123,Medium,1,High Risk
CUST104056,David Cervantes,Male,21,Kanpur,Uttar Pradesh,2022-07-20,2025-04-10,3,0.76,27,9,283.51,850.53,845.35,Fashion,Online,Low Value,Bronze,444,High,1,High Risk
CUST104058,Jacqueline Monroe,Female,33,Ahmedabad,Gujarat,2020-11-12,2025-08-13,10,1.78,100,10,1441.73,14417.3,14389.43,Electronics,Online,Low Value,Bronze,319,High,1,High Risk
